video_url,video_description,like_count,sentiment,video_path,audio_path,raw_transcription,transcription,detected_language,transcription_status,transcription_error,language_probability,audio_duration_seconds,facial_expression,facial_expression_confidence,facial_expression_status,face_frames_analyzed,valid_windows,window_agreement,confidence_margin,facial_expression_model,facial_expression_error
https://www.tiktok.com/@lexallynn/video/7635035987206278430,This is going to be my new daily moisturizer. 👏🏻 This seriously has been exactly what I’ve been looking for!! @CeraVe #cerave #moisturizer #watergel #tiktokshopcreatorpicks,66,positive,data\videos\video_011.mp4,data\audios\video_011.mp3,"Sarah made just dropped a new hyaluronic acid water gel. She's this hyaluronic acid, which is really gonna pull water into your skin. It's so good for when your skin is feeling dehydrated, but you don't want to thick, creamy moisturizer sitting on top of your skin. This is really gonna absorb right into your skin. Be light weight, but so, so refreshing. She feels so cooling on my skin. And this is actually full of ceramides that keep your skin barrier intact. It's truly such a lightweight gel texture. And that's something with really dry, but also really sensitive skin. This feels so calming, so cooling on your skin. And you can tell this is not just like a surface glow. This is a hydration that's gonna last all day because of the hyaluronic acid and also those ceramides. Just look at the skin. This is a new drop. I'm so excited about this. I'm literally gonna order more, because Sarah V really outdid themselves with this.","CeraVe just dropped a new hyaluronic acid water gel. She's this hyaluronic acid, which is really gonna pull water into your skin. It's so good for when your skin is feeling dehydrated, but you don't want to thick, creamy moisturizer sitting on top of your skin. This is really gonna absorb right into your skin. Be light weight, but so, so refreshing. She feels so cooling on my skin. And this is actually full of ceramides that keep your skin barrier intact. It's truly such a lightweight gel texture. And that's something with really dry, but also really sensitive skin. This feels so calming, so cooling on your skin. And you can tell this is not just like a surface glow. This is a hydration that's gonna last all day because of the hyaluronic acid and also those ceramides. Just look at the skin. This is a new drop. I'm so excited about this. I'm literally gonna order more, because CeraVe really outdid themselves with this.",en,success,,1.0,42.12,happiness,0.3473,uncertain,50,5,4/5,0.1406,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@manducheekz/video/7647112982488485141,"The older I get, the more I realize that squeaky clean isn’t the goal. Healthy, balanced skin is. 💙 A good cleanser really goes a long way.

#CleanseLikeADerm #CeraVePH #CeraVe",1279,positive,data\videos\video_012.mp4,data\audios\video_012.mp3,"Once Nana Lanazani, Malala Nang break out, never ever gonna muddle to look nahindi in the the client's no face. But you can sleep at this, knowing the way the kambaka break up to let kabakindi kapakilamos. It's been a long day so now let's cleanse our face. My makeup is not removed so next step, cleanser. One thing I learned is that patindi harsh and cleanser more. Proven and tested kuna that gentle cleansers work so much better for skin types like ours. My cleanser is the serovae foamy cleanser. If your skin is more under off or bump beside, they also have the salicylic acid smoothing cleanser. I like my own serovae cleansers, uses MVE technology. Plus, it has 3 essential serovides. So while I'm feeling the after mama kala must burn up nabana tung face more. I'll hold normal, long and tight feelings of face after makilamos. Don't gonna realize that that patindi palas squeaky cleaning feeling after makilamos. Cause you guys, if your skin quicks, your barrier is weak. Sometimes less harsh means better skin talaga. So if you are acne prone, oily to combination skin like me, maybe it's time to cleanse like a derm with serovae.","Once Nana Lanazani, Malala Nang break out, never ever gonna muddle to look nahindi in the the client's no face. But you can sleep at this, knowing the way the kambaka break up to let kabakindi kapakilamos. It's been a long day so now let's cleanse our face. My makeup is not removed so next step, cleanser. One thing I learned is that patindi harsh and cleanser more. Proven and tested kuna that gentle cleansers work so much better for skin types like ours. My cleanser is the serovae foamy cleanser. If your skin is more under off or bump beside, they also have the salicylic acid smoothing cleanser. I like my own serovae cleansers, uses MVE technology. Plus, it has 3 essential serovides. So while I'm feeling the after mama kala must burn up nabana tung face more. I'll hold normal, long and tight feelings of face after makilamos. Don't gonna realize that that patindi palas squeaky cleaning feeling after makilamos. Cause you guys, if your skin quicks, your barrier is weak. Sometimes less harsh means better skin talaga. So if you are acne prone, oily to combination skin like me, maybe it's time to cleanse like a derm with serovae.",en,success,,1.0,57.86,happiness,0.4053,uncertain,50,5,3/5,0.1852,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@misspeytonsmith/video/7642208824077667604,CeraVe Hydrating Cleanser is SPF approved! Which cleanser should we try next?,4016,neutral,data\videos\video_013.mp4,data\audios\video_013.mp3,"Everyone wants to know whether the Saravi hydrating cleanser can actually remove SPF on the skin. Well, I've got my UV light on that can show the UV filters that are on my skin. I have a feeling this will do a pretty good job. We'll start off with two generous pumps. Rub it into our hands, the massage it onto the skin. Kind of in the UV light, actually, how it's already starting to break up that UV filters on the skin. Okay, that is going to be my first cleanse. I'm going to rinse my face in the sink, come back, we'll see how much of the UV filter that actually came off the skin. Wow, okay, that actually did a really good job. It's almost pretty much all off my skin. Then I'll do literally one more cleanse. This will literally be all off. That's crazy. I knew what was going to come up, but I didn't think like on the first cleanse, the majority of it kind of came off. That was actually quite surprising to me. Now, I'll do my last rinse and my skin will be removed of all the SPF. I think it's safe to say this effectively cleans off SPF off my skin.","Everyone wants to know whether the Saravi hydrating cleanser can actually remove SPF on the skin. Well, I've got my UV light on that can show the UV filters that are on my skin. I have a feeling this will do a pretty good job. We'll start off with two generous pumps. Rub it into our hands, the massage it onto the skin. Kind of in the UV light, actually, how it's already starting to break up that UV filters on the skin. Okay, that is going to be my first cleanse. I'm going to rinse my face in the sink, come back, we'll see how much of the UV filter that actually came off the skin. Wow, okay, that actually did a really good job. It's almost pretty much all off my skin. Then I'll do literally one more cleanse. This will literally be all off. That's crazy. I knew what was going to come up, but I didn't think like on the first cleanse, the majority of it kind of came off. That was actually quite surprising to me. Now, I'll do my last rinse and my skin will be removed of all the SPF. I think it's safe to say this effectively cleans off SPF off my skin.",en,success,,1.0,69.06,surprise,0.2498,uncertain,50,5,3/5,-0.0499,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@natsworld222/video/7492936925842656543,"I am very impressed @cerave I live a good hydrating washday! I enjoyed both the shampoo and conditioner 🤩

#ceraveshampoo #cerave #natsworld222 #natsworld #review #ceraveconditioner",184,positive,data\videos\video_014.mp4,data\audios\video_014.mp3,"I just finished my wash day routine with the Sara V gentle hydrating shampoo and conditioner so let's talk about it. Starting with the shampoo, I absolutely loved. We're talking about hyaluronic acid so we're talking all the good stuff for our scalp and the healthiness of our hair. When I tell you, the lather was amazing. Beyond impressed, I really loved this product by Sara V. Chef's Kiss. When onto the conditioner, I really loved the lather with this. However, I will say I was expecting to a tad bit more slippage. Love when my fingers are it was sliding through and I just trimmed my hair so I was expecting to a tad bit more. I'm gonna go ahead and rate this wash day about an 8 out of 10. I did really enjoy these products. If you guys want to see how they actually work in my hair, check out the video before this one. I have the entire wash day up there for you guys. Bye y'all!","I just finished my wash day routine with the Sara V gentle hydrating shampoo and conditioner so let's talk about it. Starting with the shampoo, I absolutely loved. We're talking about hyaluronic acid so we're talking all the good stuff for our scalp and the healthiness of our hair. When I tell you, the lather was amazing. Beyond impressed, I really loved this product by Sara V. Chef's Kiss. When onto the conditioner, I really loved the lather with this. However, I will say I was expecting to a tad bit more slippage. Love when my fingers are it was sliding through and I just trimmed my hair so I was expecting to a tad bit more. I'm gonna go ahead and rate this wash day about an 8 out of 10. I did really enjoy these products. If you guys want to see how they actually work in my hair, check out the video before this one. I have the entire wash day up there for you guys. Bye y'all!",en,success,,1.0,43.47,neutral,0.2965,uncertain,50,5,3/5,0.0761,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@oritsetemisan/video/7616249158025956630,"My skin barrier was really struggling recently… my skin felt so dry and sensitive. Since using the CeraVe Moisturising Cream, my skin has felt so much more hydrated and calmer already. @CeraVeUKI 💙 #cerave #ceravemoisturizingcream #ceravemoisturiser #cerawardsuki #lorealistarskincident",2786,positive,data\videos\video_015.mp4,data\audios\video_015.mp3,"Recently, my skin barrier was really struggling. I'm presenting areas within my chain, my lip. The skin around there felt extremely dry, tight and very sensitive. So I started using this several moisturizing cream. It actually looks quite rich, but once you apply it, it actually feels really lightweight on the skin. It absorbs so well and leaves my skin feeling deeply hydrated without the heavy or greasy feeling. Honestly, as I noticed in improvement in my skin, really just one day, the skin around there felt hydrated, less tight and less sensitive. My skin feels calmer, more moisturized and a lot earlier.","Recently, my skin barrier was really struggling. I'm presenting areas within my chain, my lip. The skin around there felt extremely dry, tight and very sensitive. So I started using this several moisturizing cream. It actually looks quite rich, but once you apply it, it actually feels really lightweight on the skin. It absorbs so well and leaves my skin feeling deeply hydrated without the heavy or greasy feeling. Honestly, as I noticed in improvement in my skin, really just one day, the skin around there felt hydrated, less tight and less sensitive. My skin feels calmer, more moisturized and a lot earlier.",en,success,,1.0,44.26,happiness,0.5813,uncertain,50,5,4/5,0.4413,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@namhlancamani/video/7574837332616940818,"Back with Part 2 of my #MySkinMyDrama journey 💧 It’s been 3 weeks using @CeraVe Skin Care , and I’m already seeing progress! From cleansing to hydration, my skin is slowly finding its glow. Stay tuned for Part 3 where I’ll share my full honest review 💙#MySkinMyDrama #CeraVeSouthAfrica #CeraVeZA #SkincareJourney",441,positive,data\videos\video_016.mp4,data\audios\video_016.mp3,"Hi Bandau Sei, it's your friend Namsa and I'm back with part 2 of my Saravis game journey. It's been about a couple of weeks now and this is how my skin is looking this morning. The drama is all day but honestly it's finally coming down. I always start my routine with the Saravis for my cleanser. What I love about this cleanser is that it is gentle. It doesn't dry out my skin and it is packed with ceramise which helps to repair the skin barrier and count my inflammation. Then I go in with the acne control gel. This one, I take it's breakouts, help with the fade, dark marks and smoothen my texture. And I always finish off with the hydrating serum for moisture, softness and that healthy glow. And this is how my skin looks after washing. Fresh, clean and waking up with me. Stay tuned for part 3 and the next chapter of my skin drama and the full on its progress.","Hi Bandau Sei, it's your friend Namsa and I'm back with part 2 of my Saravis game journey. It's been about a couple of weeks now and this is how my skin is looking this morning. The drama is all day but honestly it's finally coming down. I always start my routine with the Saravis for my cleanser. What I love about this cleanser is that it is gentle. It doesn't dry out my skin and it is packed with ceramise which helps to repair the skin barrier and count my inflammation. Then I go in with the acne control gel. This one, I take it's breakouts, help with the fade, dark marks and smoothen my texture. And I always finish off with the hydrating serum for moisture, softness and that healthy glow. And this is how my skin looks after washing. Fresh, clean and waking up with me. Stay tuned for part 3 and the next chapter of my skin drama and the full on its progress.",en,success,,1.0,62.32,happiness,0.5638,uncertain,20,2,1/2,0.4111,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@skinandbase/video/7637249122927414550,Tried out @CeraVeUKI new invisible hydrating sunscreen so you don’t have to guess if it works for us • no cast • nourishing and hydrating • all skin types can use however oilier skin may find the shine builds throughout the day especially if reapplied #suncreenrecommendation #sunscreenreview #cerave #creatorsearchinsights,353,neutral,data\videos\video_017.mp4,data\audios\video_017.mp3,"Add in another sunscreen to the roster so you don't have to guess if there's what's on our skin We have several of these new invisible hydrates in sunscreen which retails for around 14 pounds at boops the last time I checked This has a sun protection factor or 50 texture wise I would say this sits more in the moisturizer kind of realm It is quite nourishing and hydrates in but also has these skin softening vibe to it It absorbs quite nicely into the skin and it doesn't feel thick or heavy No white cars, it doesn't sting the eyes and I will say the finish is quite chewy Dry to combination skin will enjoy this however those of oily skin the shine does build And it will look like they fried small chocolate on your face by the end of the day","Add in another sunscreen to the roster so you don't have to guess if there's what's on our skin We have several of these new invisible hydrates in sunscreen which retails for around 14 pounds at boops the last time I checked This has a sun protection factor or 50 texture wise I would say this sits more in the moisturizer kind of realm It is quite nourishing and hydrates in but also has these skin softening vibe to it It absorbs quite nicely into the skin and it doesn't feel thick or heavy No white cars, it doesn't sting the eyes and I will say the finish is quite chewy Dry to combination skin will enjoy this however those of oily skin the shine does build And it will look like they fried small chocolate on your face by the end of the day",en,success,,1.0,35.43,neutral,0.395,uncertain,40,4,3/4,0.1937,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@drnourgerbaka/video/7528818232388586770,#skincare #ceravearabia #CeraVe Arabia | A cleanser for every skin type #cleansers #skincareroutine #dermatologist #drnour#,147,neutral,data\videos\video_018.mp4,data\audios\video_018.mp3,"It's 2025 guys, there's a cleanser for every skin type, let's get into it. What you need to know about the happy cleansers is that they are developed with dermatologist. All of them contain the 3 essential ceramides, even if it's for every skin type, for the face, for the body, to help restore your skin barrier and keep your moisture locked in and not strip any of the oils on your face. Let's start with the hydrating cleanser, which is the most hydrating of them all. It has a creamy texture and it's great for people with very dry skin or post laser procedures. The forming cleanser is a bit for every skin type, every condition. It's going to remove the excess oil and the excess pollution from your face. The salicylic acid soothing cleanser is going to exfoliate your skin without tripping it's not your barrier. The blemish control cleanser is going to help treat and prevent new acne break-up without disrupting the skin barrier again. Thank you for watching guys, if you're comments in the comments section.","It's 2025 guys, there's a cleanser for every skin type, let's get into it. What you need to know about the happy cleansers is that they are developed with dermatologist. All of them contain the 3 essential ceramides, even if it's for every skin type, for the face, for the body, to help restore your skin barrier and keep your moisture locked in and not strip any of the oils on your face. Let's start with the hydrating cleanser, which is the most hydrating of them all. It has a creamy texture and it's great for people with very dry skin or post laser procedures. The forming cleanser is a bit for every skin type, every condition. It's going to remove the excess oil and the excess pollution from your face. The salicylic acid soothing cleanser is going to exfoliate your skin without tripping it's not your barrier. The blemish control cleanser is going to help treat and prevent new acne break-up without disrupting the skin barrier again. Thank you for watching guys, if you're comments in the comments section.",en,success,,1.0,59.35,surprise,0.3088,uncertain,50,5,3/5,-0.0071,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@dr.derm.love/video/7637266860160879903,#fyp #cetaphil #cerave #cleansers CeraVe v Cetaphil? Which do you like,47,neutral,data\videos\video_019.mp4,data\audios\video_019.mp3,"Trying to choose between C to fill or serravie is a board certified dermatologist who loves both. Let me break down the difference. C to fill daily facial cleanser is made more for oily or combination skin. It lightly foams and gives you that super clean feeling without completely stripping your skin. And the ingredients are pretty good. Nice cinema that clams down redness and controls oil, vitamin B5 which suits the skin and blistering to lock in that moisturizer. Now serravie hydrating facial cleanser is basically the opposite vibe. It's creamier, it doesn't really foam, it's better for dry or sensitive skin. It's the one I use because I've really dry or sensitive skin. Start ingredients are ceramize which help repair your skin barrier, hyaluronic acid that gives you hydration, and blister into lock in the moisturizer so you don't feel tight from washing. If your skin gets oily during the day, go with C to fill. If your skin fills dry, you're irritated or tight after cleansing. Seravie is probably your better option. Either one is universally better. It just really depends on your skin type. This is a little more expensive around $13 and this is more like $9. Follow me so that you never make a mistake about skincare again.","Trying to choose between C to fill or serravie is a board certified dermatologist who loves both. Let me break down the difference. C to fill daily facial cleanser is made more for oily or combination skin. It lightly foams and gives you that super clean feeling without completely stripping your skin. And the ingredients are pretty good. Nice cinema that clams down redness and controls oil, vitamin B5 which suits the skin and blistering to lock in that moisturizer. Now serravie hydrating facial cleanser is basically the opposite vibe. It's creamier, it doesn't really foam, it's better for dry or sensitive skin. It's the one I use because I've really dry or sensitive skin. Start ingredients are ceramize which help repair your skin barrier, hyaluronic acid that gives you hydration, and blister into lock in the moisturizer so you don't feel tight from washing. If your skin gets oily during the day, go with C to fill. If your skin fills dry, you're irritated or tight after cleansing. Seravie is probably your better option. Either one is universally better. It just really depends on your skin type. This is a little more expensive around $13 and this is more like $9. Follow me so that you never make a mistake about skincare again.",en,success,,1.0,56.89,happiness,0.3334,uncertain,50,5,2/5,0.1236,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@raheem_reviews_/video/7638993312304631062,No stickiness or white casting with this invisible hydrating spf 50 sunscreen from Cerave!! #cerave #ceraveskincareproducts #spf50 #sunscreenlotion #tiktokmademebuyit,20,positive,data\videos\video_020.mp4,data\audios\video_020.mp3,"This is Sarah B's brand new invisible hydrating sunscreen for your face and your body and it's on Sarah and I on TikTok shop. It has no white casting residue and just look at that, it instantly sinks into your skin. This one definitely freshens up your skin and just look at that below that you get afterwards. Even though three essential seramels help repair your skin barrier as well. You want to guide it for yourself? I will leave links down below in the orange basket on the left for you.","This is Sarah B's brand new invisible hydrating sunscreen for your face and your body and it's on Sarah and I on TikTok shop. It has no white casting residue and just look at that, it instantly sinks into your skin. This one definitely freshens up your skin and just look at that below that you get afterwards. Even though three essential seramels help repair your skin barrier as well. You want to guide it for yourself? I will leave links down below in the orange basket on the left for you.",en,success,,1.0,21.5,happiness,0.4484,uncertain,50,5,4/5,0.1821,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@keti.p7/video/7658404622410796321,"My simple night skincare routine 🌙🤍 @CeraVe Keeping my skin clean, hydrated, and happy. ✨ #skincare #nightroutine #cerave #selfcare #glowingskin",106,positive,data\videos\video_021.mp4,data\audios\video_021.mp3,"I cleanse my face with the syrup of foam and cleanser to wash away dirt, oil, and everything my skin is picked up throughout the day. Then I gently pat my face dry with a clean paper towel. Next, I apply the Sarajam moisturizing cream to deeply hydrate my skin and help support my skin barrier overnight. A simple routine that leaves my skin feeling clean, soft, and hydrated.","I cleanse my face with the syrup of foam and cleanser to wash away dirt, oil, and everything my skin is picked up throughout the day. Then I gently pat my face dry with a clean paper towel. Next, I apply the Sarajam moisturizing cream to deeply hydrate my skin and help support my skin barrier overnight. A simple routine that leaves my skin feeling clean, soft, and hydrated.",en,success,,1.0,30.65,neutral,0.4647,uncertain,50,5,5/5,0.3209,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@ambsxgshop/video/7637208039354912022,The difference I’ve noticed 👀🫶🏼 #cerave #ceravesasmoothingcleanser #bodyacne #dryskin,5,positive,data\videos\video_022.mp4,data\audios\video_022.mp3,"If your back is looking like this or your arms are looking like this, you're not dirty, you're just not using the right cleanse. You've tried all of the scribes, all of the creams and all of the lotions and nothing seems to be tackling your story arms. Don't worry, I completely get you. My arms have always been very, very short-reelite, literally since I was a child. But we are tackling it and using an exfoliating cleanser. Particularly love this essays, even cleanser, my therapy, because not only has it got yours to look at it, but exfoliated, but it's also got hyaluronic acid that can really help hydrate the skin afterwards. We're very much a work and progress, but the difference, I've noticed in the past few weeks that this is insane. I've got it from TikTok, so I'll be about that a little bit cheaper than anywhere else. I'll drop them down there so you can have a look at yourself.","If your back is looking like this or your arms are looking like this, you're not dirty, you're just not using the right cleanse. You've tried all of the scribes, all of the creams and all of the lotions and nothing seems to be tackling your story arms. Don't worry, I completely get you. My arms have always been very, very short-reelite, literally since I was a child. But we are tackling it and using an exfoliating cleanser. Particularly love this essays, even cleanser, my therapy, because not only has it got yours to look at it, but exfoliated, but it's also got hyaluronic acid that can really help hydrate the skin afterwards. We're very much a work and progress, but the difference, I've noticed in the past few weeks that this is insane. I've got it from TikTok, so I'll be about that a little bit cheaper than anywhere else. I'll drop them down there so you can have a look at yourself.",en,success,,1.0,40.77,anger,0.2488,uncertain,50,5,3/5,0.0407,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@taohyun/video/7122515042964131118,Esthetician reviews: #cerave resurfacing retinol serum. . sort of a fluid gel consistency that is a bit sticky on the skin in my opinion. A bit irritating to my skin barrier. . I would pass on it. #skincare #ulta #fyp,299,negative,data\videos\video_023.mp4,data\audios\video_023.mp3,"Let's talk about this wrong way. The survey retinol resurfacing serum with three essential seram lines. Anyways, and licorice root and niacinamide, three essential seram lines, I would definitely love to know what they mean by essential and how those are essential, but marketing, I don't imagine. This right here is licorice root, retinol that's encapsulated, and you also get your niacinamide, so a skin strengthening, bear repairing, slash oil controlling, niacinamide, a basically a multitasking ingredient. It does a little bit of everything, and we have our licorice root to help with any kind of dark-sponsored brining. It's not a bad formula, but the retinol inside here is so harsh at times that you feel like the assid mantle your skin is going to be kind of inflamed or irritated, and for that reason, I don't really care for it either.","Let's talk about this wrong way. The CeraVe retinol resurfacing serum with three essential seram lines. Anyways, and licorice root and niacinamide, three essential seram lines, I would definitely love to know what they mean by essential and how those are essential, but marketing, I don't imagine. This right here is licorice root, retinol that's encapsulated, and you also get your niacinamide, so a skin strengthening, bear repairing, slash oil controlling, niacinamide, a basically a multitasking ingredient. It does a little bit of everything, and we have our licorice root to help with any kind of dark-sponsored brining. It's not a bad formula, but the retinol inside here is so harsh at times that you feel like the assid mantle your skin is going to be kind of inflamed or irritated, and for that reason, I don't really care for it either.",en,success,,1.0,57.12,happiness,0.3427,uncertain,50,5,5/5,0.1445,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@natalie_oneillll/video/7472781932615601410,I also rate the whole cerave range in an earlier video ✨ smash or pass Cerave cleansers bc they get so much hype #cerave #affordableskincare #skincareproduct #acneproneskin,31600,neutral,data\videos\video_024.mp4,data\audios\video_024.mp3,"Rating every single one of the Saravi cleansers, which ones to get and which ones to avoid. I think out of all the Saravi cleansers, this cream to foam wine is my favourite. It's super gentle, it feels really nice to use. It's foaming but it's not too drying. 8 out of 10. I feel like the foaming cleanser is still good but I don't feel like it's as good as the cream to foam and I'm not sure why you'd buy this when you could buy that. It's nice but it's a little bit more drying than the cream to foam so I'd still get that one. This doesn't absolutely nothing for me and in fact it stings my skin which is really bizarre. I remember when I got this and I was so excited to try it and then I was so disappointed after the first use. I wasn't clean makeup off very well, barely even clean the skin without makeup on it so 4 out of 10, 7 out of 10. I'd give this one an 8 out of 10 as well. It's not a true oil cleanser so I would use an oil cleanser before it but it's not drying and it feels quite nice to use. And we've got the two exfoliating ones, the blemish control and the salicylic smoothing. Now I know everyone's going to say oh you don't like this one and don't get me wrong. I don't like this one but if you use it sparingly like a treatment it can be effective. I just think there are better cleansers out there and considering this one and that one aren't really that different. I would always pick this one because they're nice and mild and I find it a little bit more moisturizing than that one which can be quite drying. 6 out of 10, 7 out of 10. And if you like this kind of no bullshit to the point skincare advice then you found the right place because it's all I make.","Rating every single one of the Saravi cleansers, which ones to get and which ones to avoid. I think out of all the Saravi cleansers, this cream to foam wine is my favourite. It's super gentle, it feels really nice to use. It's foaming but it's not too drying. 8 out of 10. I feel like the foaming cleanser is still good but I don't feel like it's as good as the cream to foam and I'm not sure why you'd buy this when you could buy that. It's nice but it's a little bit more drying than the cream to foam so I'd still get that one. This doesn't absolutely nothing for me and in fact it stings my skin which is really bizarre. I remember when I got this and I was so excited to try it and then I was so disappointed after the first use. I wasn't clean makeup off very well, barely even clean the skin without makeup on it so 4 out of 10, 7 out of 10. I'd give this one an 8 out of 10 as well. It's not a true oil cleanser so I would use an oil cleanser before it but it's not drying and it feels quite nice to use. And we've got the two exfoliating ones, the blemish control and the salicylic smoothing. Now I know everyone's going to say oh you don't like this one and don't get me wrong. I don't like this one but if you use it sparingly like a treatment it can be effective. I just think there are better cleansers out there and considering this one and that one aren't really that different. I would always pick this one because they're nice and mild and I find it a little bit more moisturizing than that one which can be quite drying. 6 out of 10, 7 out of 10. And if you like this kind of no bullshit to the point skincare advice then you found the right place because it's all I make.",en,success,,1.0,66.83,no_face,0.0,no_face,0,0,0/0,0.0,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@catduqbeauty/video/7619514603944348941,Love cerave but this is a miss for me #beauty #skincare #cleansingbalm #cerave,24,negative,data\videos\video_025.mp4,data\audios\video_025.mp3,"quick little review, but I am going to be returning this Sarah V. cleansing balm. I love Sarah V, so nothing against the brand, but this product is not a win for me. In my opinion, this absolutely leaves a little bit of like an oily residue. It doesn't feel like it rinses clean to me, so this is going back.","quick little review, but I am going to be returning this CeraVe. cleansing balm. I love CeraVe, so nothing against the brand, but this product is not a win for me. In my opinion, this absolutely leaves a little bit of like an oily residue. It doesn't feel like it rinses clean to me, so this is going back.",en,success,,1.0,21.18,neutral,0.241,uncertain,50,5,2/5,0.0163,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@florence_baitio/video/7567441010742119698,@CeraVe hydrating cream to foam cleanser. Current obsession #florencebaitio #cerave #skincareroutine #skincareviral #skintok,8491,positive,data\videos\video_026.mp4,data\audios\video_026.mp3,"The only thing that's consistent in my life is a survey. When I told you I've been using this like my life depended on it, I surely have. I am currently obsessed with the hydrating cream to foam cleanser. The good thing about this cleanser is it doesn't leave the face feeling dry because of ingredients like ceramides and hyaluronic acid. Instead it restores moisture and it removes dirt from the face. Now this works perfect on sensitive skin because it doesn't contain the harsh chemicals in it. And so what it does is it protects the skin barrier. Look at me, oh my days.","The only thing that's consistent in my life is a CeraVe. When I told you I've been using this like my life depended on it, I surely have. I am currently obsessed with the hydrating cream to foam cleanser. The good thing about this cleanser is it doesn't leave the face feeling dry because of ingredients like ceramides and hyaluronic acid. Instead it restores moisture and it removes dirt from the face. Now this works perfect on sensitive skin because it doesn't contain the harsh chemicals in it. And so what it does is it protects the skin barrier. Look at me, oh my days.",en,success,,1.0,33.67,happiness,0.4369,uncertain,20,2,1/2,0.2319,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@rubeslanamay/video/7453093370823494945,Cerave Review : Best & Worst🚨 #cerave #bestandworst #skincarereview #smashorpass #bestskincareproducts #worstskincareadvice #worstskincareproducts #viralskincare #fyp #foryou #acnesafeskincare,228,neutral,data\videos\video_027.mp4,data\audios\video_027.mp3,"best and worst of Cerave. The cream to foam cleanser is a yay. This is actually really good for my acne prone girly. This, I feel like so many people have mentioned how badly this breaks people out. I feel like people have got this assumption that Cerave is always acne safe and going to be okay for your skin. This breaks people out like no man's business. So I would avoid if you have acne prone skin like myself. Along with this one which I feel like loads of people are not going to like. This just doesn't clean your skin well enough. Finally my gorgeous girly is personally. I don't oil cleanse because it never works for my skin and it always breaks me out. But if you do want an affordable drugstore oil cleanser, the Cerave one is a great option.","best and worst of Cerave. The cream to foam cleanser is a yay. This is actually really good for my acne prone girly. This, I feel like so many people have mentioned how badly this breaks people out. I feel like people have got this assumption that Cerave is always acne safe and going to be okay for your skin. This breaks people out like no man's business. So I would avoid if you have acne prone skin like myself. Along with this one which I feel like loads of people are not going to like. This just doesn't clean your skin well enough. Finally my gorgeous girly is personally. I don't oil cleanse because it never works for my skin and it always breaks me out. But if you do want an affordable drugstore oil cleanser, the Cerave one is a great option.",en,success,,1.0,39.2,happiness,0.6924,success,50,5,5/5,0.488,ElenaRyumina/face_emotion_recognition,
https://www.tiktok.com/@rylienealon/video/7588640721209462047,greenscreen#,97,negative,data\videos\video_028.mp4,data\audios\video_028.mp3,"I know I talk about this a lot, but when I had like a severe cystic acne it like actually ruined my life That's dramatic, but it sucked and it hurt So bad and I could never really wear makeup properly because it just no matter how much I spent on the makeup It just looked awful like my makeup routine is literally almost a thousand dollars now because I was like well Surely the expensive stuff has got to work. It doesn't anyway. It was survey. I mean I'm like still have some pimples and I have scars and hyperpigmentation to worry about But it was literally the ceremony like this is my good side too, and I was always so red This is what this said looks like now Unperactive. I know that survey probably works for some people, but I don't understand Like my dermatologist told me not to use proactive and only use Sarah But well, I did that and I had cystic acne for a year and a half I just like no shade to my dermatologist, but I don't understand like I'm literally paying $50 just to see you in person and on top of all of these other expensive medications and topicals and We're just getting blanket statements of yeah, you have formal hormonal acne here's spina lactone and Sarabai No, Sarabai doesn't work for some people","I know I talk about this a lot, but when I had like a severe cystic acne it like actually ruined my life That's dramatic, but it sucked and it hurt So bad and I could never really wear makeup properly because it just no matter how much I spent on the makeup It just looked awful like my makeup routine is literally almost a thousand dollars now because I was like well Surely the expensive stuff has got to work. It doesn't anyway. It was CeraVe. I mean I'm like still have some pimples and I have scars and hyperpigmentation to worry about But it was literally the ceremony like this is my good side too, and I was always so red This is what this said looks like now Unperactive. I know that CeraVe probably works for some people, but I don't understand Like my dermatologist told me not to use proactive and only use Sarah But well, I did that and I had cystic acne for a year and a half I just like no shade to my dermatologist, but I don't understand like I'm literally paying $50 just to see you in person and on top of all of these other expensive medications and topicals and We're just getting blanket statements of yeah, you have formal hormonal acne here's spina lactone and Sarabai No, Sarabai doesn't work for some people",en,success,,1.0,75.23,surprise,0.2461,uncertain,50,5,2/5,0.0283,ElenaRyumina/face_emotion_recognition,
